row_id+o6g3a1:r6,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub-category,product_name,sales,quantity,profit,returns,payment_mode,ind1,ind2,delivery_days
1765,CA-2019-110254,2019-04-08,2019-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,1,1.8998,,COD,,,122
1766,CA-2019-110254,2019-04-08,2019-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,46.116,,COD,,,122
1767,CA-2019-110254,2019-04-08,2019-08-08,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.82,2,4.8118,,Online,,,122
2688,US-2019-128195,2019-04-08,2019-05-08,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,5,-6.567,,COD,,,30
4086,CA-2019-111913,2019-04-08,2019-06-08,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2,30.2384,,Cards,,,61
4087,CA-2019-111913,2019-04-08,2019-06-08,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3,7.0713,,COD,,,61
4088,CA-2019-111913,2019-04-08,2019-06-08,Second Class,LC-16930,Linda Cazamias,Corporate,United States,Sacramento,California,West,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,3.9771,,Cards,,,61
9490,US-2019-102232,2019-05-08,2019-11-08,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Huntsville,Alabama,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",197.05,7,59.115,,Online,,,184
3447,CA-2019-158869,2019-06-08,2019-07-08,First Class,AH-10690,Anna Häberlin,Corporate,United States,New York City,New York,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,70.88,2,33.3136,,Cards,,,30
9511,CA-2019-105263,2019-06-08,2019-11-08,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,New York City,New York,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",38.34,9,15.7194,,Cards,,,153
6583,CA-2019-148516,2019-07-08,2019-11-08,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Edmonds,Washington,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,86.3856,,Cards,,,123
1800,CA-2019-121034,2019-08-08,2019-10-08,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,Central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,3.6296,,COD,,,61
1801,CA-2019-121034,2019-08-08,2019-10-08,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3,17.5344,,Cards,,,61
3517,US-2019-113649,2019-09-08,2019-12-08,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,South,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,30.816,9,9.63,,Cards,,,91
3518,US-2019-113649,2019-09-08,2019-12-08,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,44.784,2,4.4784,,COD,,,91
3519,US-2019-113649,2019-09-08,2019-12-08,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,569.536,4,64.0728,,Online,,,91
1087,CA-2019-167584,2019-12-08,2019-12-08,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,3.1104,,Cards,,,0
350,CA-2019-129714,2019-01-09,2019-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,2.3086,,Cards,,,59
351,CA-2019-129714,2019-01-09,2019-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,11.5432,,Online,,,59
352,CA-2019-129714,2019-01-09,2019-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,1.0668,,Cards,,,59
353,CA-2019-129714,2019-01-09,2019-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,4,23.0864,,COD,,,59
354,CA-2019-129714,2019-01-09,2019-03-09,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,1415.4296,,Cards,,,59
963,CA-2019-120859,2019-01-09,2019-04-09,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,10.94,,Online,,,90
2143,CA-2019-155481,2019-01-09,2019-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,9.906,,Online,,,120
2144,CA-2019-155481,2019-01-09,2019-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2,-4.7976,,Cards,,,120
2145,CA-2019-155481,2019-01-09,2019-05-09,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,5.4236,,COD,,,120
6077,CA-2019-151561,2019-01-09,2019-07-09,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,206.316,,COD,,,181
6078,CA-2019-151561,2019-01-09,2019-07-09,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,30.4416,,Cards,,,181
6079,CA-2019-151561,2019-01-09,2019-07-09,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.285,,Online,,,181
6080,CA-2019-151561,2019-01-09,2019-07-09,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,New York City,New York,East,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,61.3824,,COD,,,181
6983,CA-2019-116526,2019-01-09,2019-05-09,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,11.086,,COD,,,120
6984,CA-2019-116526,2019-01-09,2019-05-09,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,2.2828,,COD,,,120
6985,CA-2019-116526,2019-01-09,2019-05-09,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,71.162,,Online,,,120
6986,CA-2019-116526,2019-01-09,2019-05-09,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,14.4648,,Online,,,120
6987,CA-2019-116526,2019-01-09,2019-05-09,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-AR-10004999,Office Supplies,Art,Newell 315,11.96,2,2.99,,COD,,,120
6988,CA-2019-116526,2019-01-09,2019-05-09,Standard Class,JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,12.672,,Online,,,120
7482,CA-2019-124583,2019-01-09,2019-03-09,Second Class,LB-16795,Laurel Beltran,Home Office,United States,Huntington Beach,California,West,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,12.78,1,5.751,,Online,,,59
1408,CA-2019-130407,2019-02-09,2019-06-09,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,19.6248,,Online,,,120
1409,CA-2019-130407,2019-02-09,2019-06-09,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,9.995,,COD,,,120
3416,CA-2019-116540,2019-02-09,2019-02-09,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.6516,,Online,,,0
3417,CA-2019-116540,2019-02-09,2019-02-09,Same Day,SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.8822,,Cards,,,0
5429,CA-2019-113096,2019-02-09,2019-04-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,California,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,12.0978,,Cards,,,59
6763,CA-2019-144764,2019-02-09,2019-08-09,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.24,5,9.8685,,COD,,,181
6764,CA-2019-144764,2019-02-09,2019-08-09,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,-8.3524,,COD,,,181
6765,CA-2019-144764,2019-02-09,2019-08-09,Standard Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,Central,TEC-MA-10003230,Technology,Machines,Okidata C610n Printer,1362.9,3,-19.47,,COD,,,181
6937,CA-2019-129847,2019-02-09,2019-04-09,First Class,TA-21385,Tom Ashbrook,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,-75.8448,,Cards,,,59
7078,CA-2019-106950,2019-02-09,2019-06-09,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,7,-17.5651,,Online,,,120
7079,CA-2019-106950,2019-02-09,2019-06-09,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.456,9,34.8138,,COD,,,120
7080,CA-2019-106950,2019-02-09,2019-06-09,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,3.4048,,COD,,,120
7081,CA-2019-106950,2019-02-09,2019-06-09,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,472.518,3,-149.6307,,Cards,,,120
7082,CA-2019-106950,2019-02-09,2019-06-09,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,3,303.804,,COD,,,120
7083,CA-2019-106950,2019-02-09,2019-06-09,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,5,-12.628,,Cards,,,120
8179,CA-2019-166429,2019-02-09,2019-08-09,Standard Class,TG-21310,Toby Gnade,Consumer,United States,Des Moines,Washington,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,449.991,,Online,,,181
8679,CA-2019-112739,2019-02-09,2019-07-09,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Houston,Texas,Central,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.608,8,-13.3424,,Cards,,,150
8680,CA-2019-112739,2019-02-09,2019-07-09,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Houston,Texas,Central,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,5,33.9065,,COD,,,150
9069,CA-2019-106278,2019-02-09,2019-05-09,Second Class,BM-11140,Becky Martin,Consumer,United States,Des Moines,Washington,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,-2.6997,,COD,,,89
9070,CA-2019-106278,2019-02-09,2019-05-09,Second Class,BM-11140,Becky Martin,Consumer,United States,Des Moines,Washington,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,30.9918,,Cards,,,89
9233,CA-2019-126732,2019-02-09,2019-06-09,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,94.68,9,31.2444,,COD,,,120
9234,CA-2019-126732,2019-02-09,2019-06-09,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0.9468,,Online,,,120
9235,CA-2019-126732,2019-02-09,2019-06-09,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,68.198,,Cards,,,120
9236,CA-2019-126732,2019-02-09,2019-06-09,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,18.69,7,5.2332,,Cards,,,120
9237,CA-2019-126732,2019-02-09,2019-06-09,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,28.4364,,COD,,,120
9238,CA-2019-126732,2019-02-09,2019-06-09,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,1,2.5592,,COD,,,120
870,CA-2019-158099,2019-03-09,2019-05-09,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,-760.98,,Cards,,,61
871,CA-2019-158099,2019-03-09,2019-05-09,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002496,Technology,Phones,Cisco SPA301,280.782,3,-46.797,,COD,,,61
1382,US-2019-100566,2019-03-09,2019-09-09,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,Central,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,-90.2484,,Online,,,184
2160,CA-2019-159737,2019-03-09,2019-09-09,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,-14.9736,,Online,,,184
2283,CA-2019-132143,2019-03-09,2019-05-09,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,22.1536,,Online,,,61
2772,CA-2019-163986,2019-03-09,2019-10-09,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,5,14.17,,Online,,,214
5354,US-2019-101616,2019-03-09,2019-06-09,First Class,CY-12745,Craig Yedwab,Corporate,United States,Monroe,Louisiana,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,41.0216,,Online,,,92
6779,US-2019-147711,2019-03-09,2019-08-09,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",344.94,3,31.0446,,Online,,,153
6780,US-2019-147711,2019-03-09,2019-08-09,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.2804,,Cards,,,153
6781,US-2019-147711,2019-03-09,2019-08-09,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,5.8696,,Online,,,153
6782,US-2019-147711,2019-03-09,2019-08-09,Second Class,HF-14995,Herbert Flentye,Consumer,United States,Baltimore,Maryland,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,58.48,8,27.4856,,Online,,,153
7563,US-2019-104815,2019-03-09,2019-07-09,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744,4,0.0,,Online,,,122
8660,CA-2019-153185,2019-03-09,2019-08-09,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,Cincinnati,Ohio,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,11.223,,Cards,,,153
3788,CA-2019-169971,2019-04-09,2019-09-09,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,Central,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,1.0269,,Cards,,,153
3789,CA-2019-169971,2019-04-09,2019-09-09,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,7.0173,,COD,,,153
5331,CA-2019-123120,2019-04-09,2019-08-09,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,24.9366,,Cards,,,122
5332,CA-2019-123120,2019-04-09,2019-08-09,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,60.6,5,20.4525,,Online,,,122
5333,CA-2019-123120,2019-04-09,2019-08-09,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,New York City,New York,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,6.5888,,Online,,,122
5807,CA-2019-149783,2019-04-09,2019-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,4.1148,,Cards,,,91
5808,CA-2019-149783,2019-04-09,2019-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,8.7168,,Online,,,91
5809,CA-2019-149783,2019-04-09,2019-07-09,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,South,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,8.3328,,Online,,,91
6037,CA-2019-131205,2019-04-09,2019-08-09,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,16.614,,Online,,,122
6038,CA-2019-131205,2019-04-09,2019-08-09,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,54.6912,,Cards,,,122
6039,CA-2019-131205,2019-04-09,2019-08-09,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,5.1968,,Cards,,,122
6040,CA-2019-131205,2019-04-09,2019-08-09,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,2.5344,,Cards,,,122
8737,CA-2019-168774,2019-04-09,2019-09-09,Standard Class,RP-19855,Roy Phan,Corporate,United States,Woodbury,Minnesota,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,160.623,,Online,,,153
9073,CA-2019-142524,2019-04-09,2019-08-09,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,Central,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,16.56,2,7.7832,,Online,,,122
9074,CA-2019-142524,2019-04-09,2019-08-09,Standard Class,MB-18085,Mick Brown,Consumer,United States,Springfield,Missouri,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,5,67.188,,COD,,,122
9602,CA-2019-117604,2019-04-09,2019-09-09,Standard Class,JP-15520,Jeremy Pistek,Consumer,United States,Jonesboro,Arkansas,South,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,239.5,5,114.96,,COD,,,153
9929,CA-2019-129630,2019-04-09,2019-04-09,Same Day,IM-15055,Ionia McGrath,Consumer,United States,San Francisco,California,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3,8.7372,,Online,,,0
9930,CA-2019-129630,2019-04-09,2019-04-09,Same Day,IM-15055,Ionia McGrath,Consumer,United States,San Francisco,California,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5,944.9865,,Cards,,,0
141,CA-2019-110366,2019-05-09,2019-07-09,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,10.35,,COD,,,61
441,CA-2019-115756,2019-05-09,2019-07-09,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1,3.666,,Online,,,61
442,CA-2019-115756,2019-05-09,2019-07-09,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94,3,23.3928,,Online,,,61
443,CA-2019-115756,2019-05-09,2019-07-09,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.95,3,20.5755,,COD,,,61
444,CA-2019-115756,2019-05-09,2019-07-09,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,4,42.0256,,Online,,,61
445,CA-2019-115756,2019-05-09,2019-07-09,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,29.1528,,Cards,,,61
446,CA-2019-115756,2019-05-09,2019-07-09,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,22.05,7,10.584,,Cards,,,61
1281,CA-2019-160815,2019-05-09,2019-06-09,First Class,TR-21325,Toby Ritter,Consumer,United States,Cedar Rapids,Iowa,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,278.4,3,80.736,,Cards,,,31
1795,CA-2019-140774,2019-05-09,2019-10-09,Standard Class,BE-11455,Brad Eason,Home Office,United States,Olathe,Kansas,Central,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,26.985,,Cards,,,153
3145,US-2019-148110,2019-05-09,2019-11-09,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,-24.843,,Cards,,,184
3524,CA-2019-137673,2019-05-09,2019-10-09,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,West,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116.0,8,29.0,,Cards,,,153
3617,CA-2019-154536,2019-05-09,2019-09-09,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",9.555,5,-7.3255,,Cards,,,123
3874,CA-2019-136231,2019-05-09,2019-07-09,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3,7.6284,,Cards,,,61
3875,CA-2019-136231,2019-05-09,2019-07-09,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",86.058,7,-63.1092,,COD,,,61
